sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
367,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show, I will not stoop myself to any such question.,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
368,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Are they terrorists?,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
369,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Well, Hina, do you accept they are a terrorist group?",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
370,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show, What do you want to look at?,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
371,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Well, Hina, let me ask the question.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
372,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," I think you need to bring—Hina, let me ask the question.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
373,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Hina, do you accept that they are a terrorist group?",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
374,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,And do you accept that they have been operating with impunity in Pakistan?,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
375,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"I mean, that’s—I think your last comment I would absolutely reject.",FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
376,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,I think Pakistan is a country which is trying to correct the wrongs.,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
377,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,India is a country which is trying to do the wrongs.,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
378,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,There’s a vast difference.,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
379,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,You can narrative-shape as much as you want and build these lovely stories about—you know,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
380,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,So I... I... okay...,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
381,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show, How about me saying that I believe India is a country which has weaponized terrorism to be able to get the sympathies of the world?,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
382,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show, To work outside of international law?,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
383,13-May-25,none,Hina Khar,Former Pakistani foreign minister,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,To sit down and resolve the—,FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
384,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Listen.,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
385,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,"I'm here to present proofs, facts, and figures.",NEUTRAL,https://www.youtube.com/shorts/tDNtLx_4UaM,
386,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,Donald Trump claimed that he was responsible for the ceasefire.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
387,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,And Pakistan proceeded to break the ceasefire about an hour after it was announced.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
388,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,My question to the world is about this man.,NEUTRAL,https://www.youtube.com/shorts/tDNtLx_4UaM,
389,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,I hope everyone's able to see this person's face.,NEUTRAL,https://www.youtube.com/shorts/tDNtLx_4UaM,
390,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,He was found 800 meters from a military base in Pakistan.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
391,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden, That's the face that the world recognizes.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
392,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,This is the face that India recognizes because it's most specific to our narrative.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
393,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,This man is a UN-designated terrorist being celebrated by the Pakistani military in the background.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
394,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,That’s not the narrative that they give the Pakistanis.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
395,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,That’s not the narrative that the world knows.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
396,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,"But if you check with the UN, if you check with the US, they’ll tell you that this is Abdul Rauf.",TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
397,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,"India’s attacks were precision-oriented, moderate, and most importantly, they were simply a retaliation—as they've always been.",TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
398,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,India’s never been an aggressor in any of these situations.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
399,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,We export vaccines.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
400,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,We export philosophy.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
401,13-May-25,none,Ranveer Allabadia,Anchor,Ranveer Allabadia Holds Up Picture of Bin Laden,And we export engineers and leaders to the world.,TRUE,https://www.youtube.com/shorts/tDNtLx_4UaM,
402,13-May-25,BJP,Foreign Secretary Vikram Misri,Anchor,More Attacks On India Were Indicated: Foreign Secretary Vikram Misri | Operation Sindoor,हमारी खुफिया निगरानी ने संकेत दिया है कि भारत के विरुद्ध आगे भी हमले हो सकते हैं।,TRUE,https://www.youtube.com/shorts/aesTCbNo-X8,
403,13-May-25,BJP,Foreign Secretary Vikram Misri,Anchor,More Attacks On India Were Indicated: Foreign Secretary Vikram Misri | Operation Sindoor,"अतः इनको रोकना और इनसे निपटना, दोनों को बेहद आवश्यक समझा गया।",TRUE,https://www.youtube.com/shorts/aesTCbNo-X8,
404,13-May-25,BJP,Foreign Secretary Vikram Misri,Anchor,More Attacks On India Were Indicated: Foreign Secretary Vikram Misri | Operation Sindoor,"आज सुबह, जैसा कि आपको ज्ञात होगा, भारत ने इस तरह के सीमा पार हमलों का जवाब देने, उन्हें रोकने तथा उनका प्रतिरोध करने के अपने अधिकार का प्रयोग किया है।",TRUE,https://www.youtube.com/shorts/aesTCbNo-X8,
405,13-May-25,BJP,Foreign Secretary Vikram Misri,Anchor,More Attacks On India Were Indicated: Foreign Secretary Vikram Misri | Operation Sindoor,"यह कार्यवाही नपी-तुली, नॉन-एस्केलेटरी, आनुपातिक और जिम्मेदारीपूर्ण है।",TRUE,https://www.youtube.com/shorts/aesTCbNo-X8,
406,13-May-25,BJP,Foreign Secretary Vikram Misri,Anchor,More Attacks On India Were Indicated: Foreign Secretary Vikram Misri | Operation Sindoor,यह आतंकवाद की इंफ्रास्ट्रक्चर को समाप्त करने और भारत में भेजे जाने वाले संभावित आतंकवादियों को अक्षम बनाने पर केंद्रित है।,TRUE,https://www.youtube.com/shorts/aesTCbNo-X8,
407,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"किसी बुद्धिमान व्यक्ति ने कहा था कि कांग्रेस भारत को संविधान के माध्यम से मुस्लिम राष्ट्र बना चुकी थी, बस वह इसकी घोषणा नहीं कर पाई।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
408,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"जब मनमोहन सिंह ने कहा था कि ""देश के संसाधनों पर पहला अधिकार मुसलमानों का है"", तो वह इसी घोषणा का प्रयास कर रहे थे।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
409,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,कांग्रेस ने यह कल्पना नहीं की थी कि हिंदुओं की ओर से इतना कड़ा विरोध देखने को मिलेगा।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
410,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"भारत को शरिया पर आधारित इस्लामी राष्ट्र बनाने का अभियान उसी दिन आरंभ हो गया था, जिस दिन पाकिस्तान बना।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
411,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,वर्ष 1950 में संविधान के अनुच्छेद 25 के माध्यम से धर्मांतरण को वैध बना दिया गया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
412,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"यह जानते हुए कि हिंदू, सिख, बौद्ध और जैन धर्म समुदाय जबरन या लालच देकर धर्मांतरण नहीं करते, जबकि अब्राह्मिक मज़हब धर्मांतरण पर आधारित हैं।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
413,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,कांग्रेस ने अनुच्छेद 28 के माध्यम से हिंदुओं को धार्मिक शिक्षा देने का अधिकार छीन लिया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
414,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,लेकिन अनुच्छेद 30 बनाकर मुस्लिमों और ईसाइयों को मजहबी शिक्षा देने की छूट दे दी।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
415,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"कोई और देश होता, तो इसे धार्मिक अत्याचार माना जाता।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
416,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,1951 में मंदिरों के चढ़ावे का पैसा भी हिंदुओं से छीन लिया गया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
417,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,कांग्रेस सरकार ने हिंदुओं पर सेक्युलर कानून थोप दिए लेकिन मुस्लिम और ईसाई पर्सनल लॉ को हाथ तक नहीं लगाया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
418,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"उन्हें बहुविवाह की छूट दी गई, ताकि वे तेज़ी से जनसंख्या बढ़ा सकें।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
419,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"1954 में स्पेशल मैरिज एक्ट लाया गया, ताकि मुस्लिम लड़के आसानी से हिंदू लड़कियों से शादी कर सकें।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
420,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इसके बाद फिल्मों और साहित्य के माध्यम से इसे ग्लैमराइज़ किया गया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
421,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,आज उसी का परिणाम है कि हर वर्ष सैकड़ों हिंदू लड़कियां लव जिहाद में मारी जा रही हैं।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
422,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"वर्ष 1975 भारत को मुस्लिम राष्ट्र बनाने की दिशा में सबसे महत्वपूर्ण था, जब आपातकाल लगाकर संविधान में ""सेक्युलरिज़्म"" शब्द जोड़ दिया गया।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
423,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,1991 में सोनिया गांधी के दबाव में अल्पसंख्यक आयोग बनाया गया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
424,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,किसी भी सेक्युलर देश में मजहबी पहचान के आधार पर विशेषाधिकार नहीं होते।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
425,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इसके बाद मुसलमानों के लिए विशेष अनुदानों की बाढ़ आ गई।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
426,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"1992 में पूजा स्थल अधिनियम के माध्यम से 40,000 मंदिरों पर हिंदुओं के दावे समाप्त कर दिए गए।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
427,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"1995 में वक्फ कानून बनाया गया, जिससे मुसलमानों को यह अधिकार दे दिया गया कि वे जब चाहे, जहाँ चाहे, हिंदुओं की ज़मीन ले सकते हैं।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
428,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इसके विरुद्ध कोई कोर्ट में अपील नहीं कर सकता।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
429,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"2007 में कांग्रेस ने सुप्रीम कोर्ट में हलफनामा दिया कि राम एक काल्पनिक पात्र हैं, इसलिए राम सेतु को तोड़ दिया जाना चाहिए।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
430,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"इसके बाद कांग्रेस ने हिंदुओं को ""आतंकवादी"" साबित करने के लिए पूरी ताकत झोंक दी।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
431,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,साधु-संतों की गिरफ्तारी शुरू हो गई और उन्हें अमानवीय यातनाएं दी गईं।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
432,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इस पूरे प्रोजेक्ट की निगरानी खुद सोनिया गांधी कर रही थीं।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
433,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"2013 में सोनिया गांधी के कहने पर ""कम्युनल वायलेंस बिल"" लाया गया।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
434,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इसमें व्यवस्था थी कि किसी भी दंगे की स्थिति में दोष स्वतः हिंदुओं पर लगेगा।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
435,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"यदि बीजेपी नहीं होती, तो यह कानून भी बन चुका होता।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
436,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,हमें यह नहीं भूलना चाहिए कि शक्तिशाली रोमन साम्राज्य के पतन में केवल 80 वर्ष लगे थे।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
437,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,कांग्रेस ने भी हिंदुओं को नष्ट करने के लिए वही फार्मूला अपनाया।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
438,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,इस विषय पर हमारा एक वीडियो डिस्क्रिप्शन और कमेंट में उपलब्ध है।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
439,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,यह कांग्रेस का दुस्साहस है कि उसने 2024 के घोषणापत्र में लिखा है कि वह हिंदुओं का धन लेकर मुसलमानों में पुनर्वितरित करेगी।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
440,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"जब प्रधानमंत्री मोदी ने इस बात को उजागर किया और आसान भाषा में जनता को समझा दिया, तो पूरा कांग्रेसी तंत्र घबरा गया।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
441,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"“तुम उसे छीनने की बात कर रहे हो अपने मेनिफेस्टो में, गोल ले लेंगे, सबको वितरित कर देंगे।”",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
442,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,“पहले भी उन्होंने कहा था कि देश की संपत्ति पर पहला अधिकार मुसलमानों का है।”,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
443,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"इसका मतलब यह संपत्ति इकट्ठा करके किसे बाँटी जाएगी? जिनके ज़्यादा बच्चे हैं, उन्हें? घुसपैठियों को?",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
444,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,क्या आपकी मेहनत की कमाई का पैसा घुसपैठियों को दिया जाएगा? क्या यह मंज़ूर है?,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
445,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,कांग्रेस का मेनिफेस्टो कहता है कि वो माताओं-बहनों के सोने की जानकारी जुटाएगा और उसकी गणना करके उसे भी बांट देगा।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
446,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,मनमोहन सिंह ने यूँ ही नहीं कहा था कि देश के संसाधनों पर पहला अधिकार मुसलमानों का है।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
447,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,वे और उनकी पार्टी इसी नीति पर लंबे समय से काम कर रहे हैं।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
448,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"The minorities, particularly Muslims, must first have the first claim on the fruits of development — मनमोहन सिंह।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
449,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"कांग्रेस चुनाव हारती है या जीतती है, यह उतना महत्वपूर्ण नहीं है।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
450,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,महत्वपूर्ण यह है कि इतने दशकों से देश में क्या चल रहा था?,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
451,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"अगर कांग्रेस छोड़ चुके हर नेता ने यह कहा है कि यह पार्टी हिंदुओं से घृणा करती है, तो यह महज़ संयोग नहीं हो सकता।",TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
452,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,प्रधानमंत्री मोदी ने पहली बार इस विषय पर खुलकर बोला है।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
453,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,हम समझ सकते हैं कि प्रधानमंत्री के रूप में वे मर्यादाओं से बंधे हैं।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
454,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,लेकिन उन्हें भी समझना चाहिए कि दुष्टों के सामने मर्यादा निभाना आत्मघात है।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
455,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,अब यह प्रधानमंत्री मोदी का उत्तरदायित्व है कि वे सनातन धर्म को नष्ट करने और भारत को मुस्लिम राष्ट्र बनाने के प्रयासों को जड़ से उखाड़ फेंके।,TRUE,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
456,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,IndixOnline के वीडियो समाज को समर्पित हैं।, NEUTRAL,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
457,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"आप इनको डाउनलोड करके जैसे चाहें, वैसे प्रयोग कर सकते हैं।", NEUTRAL,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
458,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,"आप चाहें तो हमारे टेलीग्राम चैनल से जुड़ सकते हैं, जहाँ आपको सभी नए-पुराने वीडियो मिलेंगे।", NEUTRAL,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
459,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,हमारे सोशल मीडिया लिंक हर वीडियो के डिस्क्रिप्शन में होते हैं।, NEUTRAL,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
